DOI,Title,Authors,Abstract,Journal,Year
10.1371/journal.pone.0186978,Selection and validation of appropriate reference genes for quantitative real-time PCR analysis in Salvia hispanica,"Rahul Gopalam, Sunny D. Rupwate, Ajay W. Tumaney",,PLOS ONE,2017
10.3892/ol.2017.7002,Selection of reference genes for gene expression studies in human bladder cancer using SYBR‑Green quantitative polymerase chain reaction,"Chuanxia Zhang, Yong Wang, Guangyi Jin, Song Wu, Jun Cui, Rong‑Fu Wang",,Oncology Letters,2017
10.1016/j.pestbp.2017.09.008,"Suitable reference genes for accurate gene expression analysis in Papaver rhoeas under 2,4-D herbicide stress","L. Scarabel, A. Milani, S. Panozzo, A. Rasori",,Pesticide Biochemistry and Physiology,2017
10.1016/j.gep.2017.06.006,Lateralization of housekeeping genes in the brain of one-day old chicks,"Jacek Lenart, Klaudia Kogut, Elzbieta Salinska",,Gene Expression Patterns,2017
10.3389/fpls.2017.01876,Genome-Wide Constitutively Expressed Gene Analysis and New Reference Gene Selection Based on Transcriptome Data: A Case Study from Poplar/Canker Disease Interaction,"Jiaping Zhao, Fan Yang, Jinxia Feng, Yanli Wang, Barbara Lachenbruch, Jiange Wang, Xianchong Wan",,Frontiers in Plant Science,2017
10.1186/s13007-017-0238-7,Selection and validation of reference genes for RT-qPCR analysis in potato under abiotic stress,"Xun Tang, Ning Zhang, Huaijun Si, Alejandro Calderón-Urrea",,Plant Methods,2017
10.1186/s12865-017-0223-y,Selection of reliable reference genes for the normalisation of gene expression levels following time course LPS stimulation of murine bone marrow derived macrophages,"Akane Tanaka, Joyce To, Bronwyn O’Brien, Sheila Donnelly, Maria Lund",,BMC Immunology,2017
10.1080/10520295.2017.1362474,Optimal reference genes for RT-qPCR normalization in the newborn,"P Khanna, KL Johnson, JL Maron",,Biotechnic &amp; Histochemistry,2017
10.11707/j.1001-7488.20171008,,,,,
10.1016/j.rvsc.2017.09.025,Determination of stable reference genes for RT-qPCR expression data in mechanistic pain studies on pig dorsal root ganglia and spinal cord,"Dale A. Sandercock, Jennifer E. Coe, Pierpaolo Di Giminiani, Sandra A. Edwards",,Research in Veterinary Science,2017
10.1016/j.jviromet.2017.06.012,Determination of suitable reference genes for RT-qPCR analysis of murine Cytomegalovirus in vivo and in vitro,"Marion Griessl, Michael Gutknecht, Charles H. Cook",,Journal of Virological Methods,2017
10.1002/mbo3.505,Identification of suitable reference genes during the formation of chlamydospores in <i>Clonostachys rosea</i> 67‐1,"Jun Zhang, Zhanbin Sun, Shidong Li, Manhong Sun","AbstractClonostachys rosea is a potential biocontrol fungus that can produce highly resistant chlamydospores under specific conditions. To investigate the genes related to chlamydospore formation, we identified reliable reference genes for quantification of gene expression in C. rosea 67‐1 during sporulation. In this study, nine reference genes, actin (ACT), elongation factor 1 (EF1), glyceraldehyde‐3‐phosphate dehydrogenase (GAPDH), histone (HIS), RNA polymerase II CTD phosphatase Fcp1 (RPP), succinate‐semialdehyde dehydrogenase (SSD), TATA‐binding protein (TBP), ubiquitin (UBQ), and ubiquitin‐conjugating enzyme (UCE), were selected and cloned from 67‐1, and their expression stability during chlamydospore formation was determined using reverse transcription quantitative PCR and assessed using the software geNorm, NormFinder and BestKeeper. The Ct values of the candidates ranged from 19.9 to 29.7, among which HIS, ACT and SSD exhibited high expression levels. The statistical analysis showed that ACT and SSD were most stably expressed, while UBQ and GAPDH showed relatively large variations under different culture conditions. Calculation of pairwise variation value indicated that two reference genes were required for precise quantification. Finally, ACT and SSD were selected to normalize gene expression during chlamydospore production in C. rosea 67‐1. To the best of our knowledge, this is the first report of SSD as a reference gene. This study will facilitate the accurate quantification of differentially expressed genes during the generation of chlamydospores and contribute to the investigation of the molecular mechanism underlying chlamydospore formation in C. rosea.",MicrobiologyOpen,2017
10.1007/s00468-017-1566-y,Identification of suitable reference genes in Taxodium ‘Zhongshanshan’ under abiotic stresses,"Zhiquan Wang, Chunsun Gu, Lei Xuan, Jianfeng Hua, Qin Shi, Wencai Fan, Yunlong Yin, Fangyuan Yu",,Trees,2017
10.1111/rda.12972,Methods of <scp>RNA</scp> preparation affect <scp>mRNA</scp> abundance quantification of reference genes in pig maturing oocytes,"Y‐K Wang, X Li, Z‐Q Song, C‐X Yang","ContentsTo ensure accurate normalization and quantification of target RNA transcripts using reverse transcription quantitative polymerase chain reaction (RT‐qPCR), most studies focus on the identification of stably expressed gene(s) as internal reference. However, RNA preparation methods could also be an important factor, especially for test samples of limited quantity (e.g. oocytes). In this study, we aimed to select appropriate reference gene(s), and evaluate the effect of RNA preparation methods on gene expression quantification in porcine oocytes and cumulus cells during in vitro maturation. Expression profiles of seven genes (GAPDH, 18S, YWHAG, BACT, RPL4, HPRT1 and PPIA) were examined, on RNA samples extracted from cumulus cells (RNeasy Kit) and oocytes (RNeasy Kit and Lysis Kit) during in vitro maturation, respectively. Interestingly, different RNA preparation methods were found to potentially affect the quantification of reference gene expression in pig oocytes cultured in vitro. After geNorm analyses, the most suitable genes for normalization were identified, GAPDH/18S for cumulus cells and YWHAG/BACT for oocytes, respectively. Thus, our results provide useful data and information on the selection of better reference genes and RNA preparation method for related functional studies.",Reproduction in Domestic Animals,2017
10.7501/j.issn.0253-2670.2017.18.024,,,,,
10.1515/pjvs-2017-0071,Selection of reference genes for quantitative real-time RT-PCR on gene expression in Golden Pompano (Trachinotus ovatus),"X.J. Chen, X.Q. Zhang, S. Huang, Z.J. Cao, Q.W. Qin, W.T. Hu, Y. Sun, Y.C. Zhou","Abstract
				 Golden pompano (Trachinotus ovatus) is an important economically fish species. In this study, with an aim to identify reliable reference genes for quantitative real-time PCR (qRT-PCR) in golden pompano, we evaluated the expression stability of eight housekeeping genes in the presence and absence of poly I:C stimulation in eight tissues. The PCR data was analyzed by geNorm and NormFinder algorithms. The results showed that the expression of all the examined genes exhibited tissue-dependent variations. When under normal physiological condition, geNorm and NormFinder identified B2M and 18S as suitable genes. When studying gene expression under conditions of poly I:C stimulation, the selection of the internal controls should be selected on a tissue basis. At 12 h stimulation, geNorm ranked Actin/UBCE, Actin/B2M, UBCE/B2M, Actin/UBCE, RPL13/B2M, UBCE/GAPDH, B2M/RPL13, and UBCE/B2M, respectively, as the most stably expressed genes in liver, spleen, kidney, gill, intestine, heart, muscle, and brain. Comparable ranking orders were produced by NormFinder. Similar results were obtained at 48 h stimulation. Taken together, these results indicate that B2M and 18S are the most stable gene across tissue types under normal physiological conditions. However, during poly I:C stimulation, no single gene or single pair of genes in the examined set of housekeeping genes can serve as a universal reference across all tissue types. If one gene is preferred, B2M, B2M, UBCE, Actin, B2M/RPL13, B2M, B2M, and RPL13 may be used in spleen, kidney, liver, gill, intestine, brain, muscle, and heart of golden pompano, respectively.",Polish Journal of Veterinary Sciences,2017
10.13592/j.cnki.ppj.2017.0065,,,,,
10.13592/j.cnki.ppj.2017.0170,,,,,
10.3389/fpls.2017.01605,Identification of Optimal Reference Genes for Expression Analysis in Radish (Raphanus sativus L.) and Its Relatives Based on Expression Stability,"Mengmeng Duan, Jinglei Wang, Xiaohui Zhang, Haohui Yang, Haiping Wang, Yang Qiu, Jiangping Song, Yangdong Guo, Xixiang Li",,Frontiers in Plant Science,2017
10.1166/jbn.2017.2410,Growth Inhibition Effect and Validation of Stable Expressed Reference Genes for Near-Infrared Photothermal Therapy Mediated by Gold Nanoflower Particles on Human Tongue Carcinoma Tca-8113 Cells,"Song Wenzhi, Wang Dezhou, Ren Ming, Li Yingzi, Huang Zhenzhen, Wei Chen, Yin Wanzhong, Yang Qiwei, Yang Wensheng",,Journal of Biomedical Nanotechnology,2017
10.1371/journal.pone.0185288,Using RNA-seq data to select reference genes for normalizing gene expression in apple roots,"Zhe Zhou, Peihua Cong, Yi Tian, Yanmin Zhu",,PLOS ONE,2017
10.1017/wsc.2017.19,Identification of Reference Genes for Studying Herbicide Resistance Mechanisms in Japanese Foxtail (<i><b>Alopecurus japonicus</b></i>),"Hongle Xu, Jun Li, Renhai Wu, Wangcang Su, Xibao Wu, Lingyue Wang, Liyao Dong","Herbicide-resistant weeds pose a considerable threat to agriculture, but their resistance mechanisms are poorly understood. Differential gene expression analysis of a weed subjected to herbicide treatment is a key step toward more mechanistic studies. Such an analysis, often involving quantitative real-time PCR (qPCR), requires suitable reference genes as internal controls. In this study, we identified optimal reference genes in the noxious weed, Japanese foxtail. This weed has evolved resistance to acetyl-coenzyme A carboxylase (ACCase) inhibitors. We analyzed the stability of eight commonly used candidate reference genes (glyceraldehyde-3-phosphate dehydrogenase [GAPDH]; ubiquitin [UBQ]; capsine phosphatase [CAP]; beta-tubulin [TUB]; eukaryotic initiation factor 4a [EIF4A]; elongation factor-1 alpha [EF1]; 18S ribosomal RNA [18S]; 25S ribosomal RNA [25S]) from root, stem, and leaf tissue of plants that were either resistant or sensitive to ACCase inhibitors, with or without herbicide stress, using qPCR. The results were further ranked and analyzed using geNorm, NormFinder, and BestKeeper software. These analyses identifiedEF1andUBQin roots,EF1,TUB,CAP, and18Sin stems, andEF1,GAPDH, and18Sin leaves as suitable references for qPCR normalization. We have identified a set of reference genes that can be used to study herbicide resistance mechanisms in Japanese foxtail.",Weed Science,2017
